Industries,Year,Month,Province,Sales (Millions)
Building material and garden equipment and supplies dealers,2020,1,Ontario,839.02
Building material and garden equipment and supplies dealers,2020,5,Ontario,1400.698
Building material and garden equipment and supplies dealers,2020,6,Ontario,1907.783
Building material and garden equipment and supplies dealers,2020,7,Ontario,1540.744
Building material and garden equipment and supplies dealers,2020,8,Ontario,1487.205
Building material and garden equipment and supplies dealers,2020,9,Ontario,1544.481
Building material and garden equipment and supplies dealers,2020,12,Ontario,1338.598
Building material and garden equipment and supplies dealers,2021,1,Ontario,863.847
Building material and garden equipment and supplies dealers,2021,3,Ontario,1519.989
Building material and garden equipment and supplies dealers,2021,7,Ontario,1607.66
Building material and garden equipment and supplies dealers,2021,9,Ontario,1480.786
Building material and garden equipment and supplies dealers,2021,10,Ontario,1466.214
Building material and garden equipment and supplies dealers,2021,11,Ontario,1519.547
Building material and garden equipment and supplies dealers,2021,12,Ontario,1188.995
Building material and garden equipment and supplies dealers,2022,4,Ontario,1645.42
Building material and garden equipment and supplies dealers,2022,5,Ontario,2103.39
Building material and garden equipment and supplies dealers,2022,7,Ontario,1725.508
Building material and garden equipment and supplies dealers,2022,9,Ontario,1587.039
Building material and garden equipment and supplies dealers,2022,10,Ontario,1472.067
Building material and garden equipment and supplies dealers,2022,11,Ontario,1499.723
Building material and garden equipment and supplies dealers,2022,12,Ontario,1151.475
Miscellaneous store retailers,2018,10,Ontario,11.454
Miscellaneous store retailers,2018,11,Ontario,8.919
Miscellaneous store retailers,2018,12,Ontario,8.72
Miscellaneous store retailers,2019,1,Ontario,8.945
Miscellaneous store retailers,2019,2,Ontario,7.537
Miscellaneous store retailers,2019,3,Ontario,7.69
Miscellaneous store retailers,2019,5,Ontario,22.807
Miscellaneous store retailers,2019,6,Ontario,25.839
Miscellaneous store retailers,2019,7,Ontario,29.593
Miscellaneous store retailers,2019,8,Ontario,33.747
Miscellaneous store retailers,2019,9,Ontario,31.761
Miscellaneous store retailers,2019,10,Ontario,32.82
Miscellaneous store retailers,2019,11,Ontario,31.59
Miscellaneous store retailers,2019,12,Ontario,33.653
Miscellaneous store retailers,2020,2,Ontario,37.846
Miscellaneous store retailers,2020,3,Ontario,46.74
Miscellaneous store retailers,2020,4,Ontario,40.204
Miscellaneous store retailers,2020,5,Ontario,41.079
Miscellaneous store retailers,2020,6,Ontario,48.783
Miscellaneous store retailers,2020,7,Ontario,60.236
Miscellaneous store retailers,2020,8,Ontario,71.121
Miscellaneous store retailers,2020,9,Ontario,77.863
Miscellaneous store retailers,2020,10,Ontario,81.97
Miscellaneous store retailers,2020,11,Ontario,81.103
Miscellaneous store retailers,2020,12,Ontario,92.339
Miscellaneous store retailers,2021,1,Ontario,87.009
Miscellaneous store retailers,2021,2,Ontario,86.55
Miscellaneous store retailers,2021,3,Ontario,103.122
Miscellaneous store retailers,2021,4,Ontario,97.941
Miscellaneous store retailers,2021,5,Ontario,110.887
Miscellaneous store retailers,2021,6,Ontario,107.804
Miscellaneous store retailers,2021,7,Ontario,122.324
Miscellaneous store retailers,2021,8,Ontario,134.102
Miscellaneous store retailers,2021,9,Ontario,135.077
Miscellaneous store retailers,2021,10,Ontario,137.443
Miscellaneous store retailers,2021,11,Ontario,134.874
Miscellaneous store retailers,2021,12,Ontario,126.895
Miscellaneous store retailers,2022,1,Ontario,136.495
Miscellaneous store retailers,2022,2,Ontario,130.745
Miscellaneous store retailers,2022,3,Ontario,144.865
Miscellaneous store retailers,2022,4,Ontario,150.88
Miscellaneous store retailers,2022,5,Ontario,147.37
Miscellaneous store retailers,2022,6,Ontario,152.722
Miscellaneous store retailers,2022,7,Ontario,157.315
Miscellaneous store retailers,2022,8,Ontario,153.877
Miscellaneous store retailers,2022,9,Ontario,155.542
Miscellaneous store retailers,2022,10,Ontario,153.687
Miscellaneous store retailers,2022,11,Ontario,148.771
Miscellaneous store retailers,2022,12,Ontario,171.17
Clothing and clothing accessories stores,2013,1,Ontario,639.131
Clothing and clothing accessories stores,2013,2,Ontario,580.484
Clothing and clothing accessories stores,2013,3,Ontario,746.564
Clothing and clothing accessories stores,2013,4,Ontario,789.347
Clothing and clothing accessories stores,2013,5,Ontario,917.228
Clothing and clothing accessories stores,2013,6,Ontario,863.484
Clothing and clothing accessories stores,2013,7,Ontario,800.238
Clothing and clothing accessories stores,2013,8,Ontario,929.869
Clothing and clothing accessories stores,2013,9,Ontario,885.353
Clothing and clothing accessories stores,2013,10,Ontario,909.376
Clothing and clothing accessories stores,2013,11,Ontario,1089.648
Clothing and clothing accessories stores,2013,12,Ontario,1531.639
Clothing and clothing accessories stores,2014,1,Ontario,632.524
Clothing and clothing accessories stores,2014,2,Ontario,612.475
Clothing and clothing accessories stores,2014,3,Ontario,716.326
Clothing and clothing accessories stores,2014,4,Ontario,806.882
Clothing and clothing accessories stores,2014,5,Ontario,968.374
Clothing and clothing accessories stores,2014,6,Ontario,936.883
Clothing and clothing accessories stores,2014,7,Ontario,853.416
Clothing and clothing accessories stores,2014,8,Ontario,979.708
Clothing and clothing accessories stores,2014,9,Ontario,929.839
Clothing and clothing accessories stores,2014,10,Ontario,980.151
Clothing and clothing accessories stores,2014,11,Ontario,1186.488
Clothing and clothing accessories stores,2014,12,Ontario,1575.957
Clothing and clothing accessories stores,2015,1,Ontario,723.58
Clothing and clothing accessories stores,2015,2,Ontario,645.657
Clothing and clothing accessories stores,2015,3,Ontario,827.391
Clothing and clothing accessories stores,2015,4,Ontario,931.617
Clothing and clothing accessories stores,2015,5,Ontario,1059.352
Clothing and clothing accessories stores,2015,6,Ontario,972.004
Clothing and clothing accessories stores,2015,7,Ontario,959.339
Clothing and clothing accessories stores,2015,8,Ontario,1022.096
Clothing and clothing accessories stores,2015,9,Ontario,1042.624
Clothing and clothing accessories stores,2015,10,Ontario,1103.484
Clothing and clothing accessories stores,2015,11,Ontario,1225.051
Clothing and clothing accessories stores,2015,12,Ontario,1731.122
Clothing and clothing accessories stores,2016,1,Ontario,762.974
Clothing and clothing accessories stores,2016,2,Ontario,747.573
Clothing and clothing accessories stores,2016,3,Ontario,904.359
Clothing and clothing accessories stores,2016,4,Ontario,987.069
Clothing and clothing accessories stores,2016,5,Ontario,1095.573
Clothing and clothing accessories stores,2016,6,Ontario,1061.578
Clothing and clothing accessories stores,2016,7,Ontario,1041.495
Clothing and clothing accessories stores,2016,8,Ontario,1064.38
Clothing and clothing accessories stores,2016,9,Ontario,1098.492
Clothing and clothing accessories stores,2016,10,Ontario,1138.497
Clothing and clothing accessories stores,2016,11,Ontario,1366.247
Clothing and clothing accessories stores,2016,12,Ontario,1805.912
Clothing and clothing accessories stores,2017,1,Ontario,772.694
Clothing and clothing accessories stores,2017,2,Ontario,801.987
Clothing and clothing accessories stores,2017,3,Ontario,949.176
Clothing and clothing accessories stores,2017,4,Ontario,1068.156
Clothing and clothing accessories stores,2017,5,Ontario,1177.782
Clothing and clothing accessories stores,2017,6,Ontario,1215.001
Clothing and clothing accessories stores,2017,7,Ontario,1131.927
Clothing and clothing accessories stores,2017,8,Ontario,1232.448
Clothing and clothing accessories stores,2017,9,Ontario,1195.81
Clothing and clothing accessories stores,2017,10,Ontario,1166.463
Clothing and clothing accessories stores,2017,11,Ontario,1514.338
Clothing and clothing accessories stores,2017,12,Ontario,1878.795
Clothing and clothing accessories stores,2018,1,Ontario,821.772
Clothing and clothing accessories stores,2018,2,Ontario,813.136
Clothing and clothing accessories stores,2018,3,Ontario,1008.467
Clothing and clothing accessories stores,2018,4,Ontario,1019.371
Clothing and clothing accessories stores,2018,5,Ontario,1280.239
Clothing and clothing accessories stores,2018,6,Ontario,1249.469
Clothing and clothing accessories stores,2018,7,Ontario,1171.296
Clothing and clothing accessories stores,2018,8,Ontario,1266.383
Clothing and clothing accessories stores,2018,9,Ontario,1210.448
Clothing and clothing accessories stores,2018,10,Ontario,1244.631
Clothing and clothing accessories stores,2018,11,Ontario,1576.965
Clothing and clothing accessories stores,2018,12,Ontario,1869.063
Clothing and clothing accessories stores,2019,1,Ontario,855.711
Clothing and clothing accessories stores,2019,2,Ontario,836.1
Clothing and clothing accessories stores,2019,3,Ontario,1074.666
Clothing and clothing accessories stores,2019,4,Ontario,1082.651
Clothing and clothing accessories stores,2019,5,Ontario,1264.08
Clothing and clothing accessories stores,2019,6,Ontario,1306.579
Clothing and clothing accessories stores,2019,7,Ontario,1180.166
Clothing and clothing accessories stores,2019,8,Ontario,1342.851
Clothing and clothing accessories stores,2019,9,Ontario,1207.598
Clothing and clothing accessories stores,2019,10,Ontario,1293.476
Clothing and clothing accessories stores,2019,11,Ontario,1609.302
Clothing and clothing accessories stores,2019,12,Ontario,1890.168
Clothing and clothing accessories stores,2020,1,Ontario,868.517
Clothing and clothing accessories stores,2020,2,Ontario,869.731
Clothing and clothing accessories stores,2020,3,Ontario,473.088
Clothing and clothing accessories stores,2020,5,Ontario,313.58
Clothing and clothing accessories stores,2020,6,Ontario,887.699
Clothing and clothing accessories stores,2020,7,Ontario,1006.618
Clothing and clothing accessories stores,2020,8,Ontario,1078.703
Clothing and clothing accessories stores,2020,9,Ontario,1095.653
Clothing and clothing accessories stores,2020,10,Ontario,1073.546
Clothing and clothing accessories stores,2020,11,Ontario,1249.853
Clothing and clothing accessories stores,2020,12,Ontario,1191.479
Clothing and clothing accessories stores,2021,2,Ontario,428.599
Clothing and clothing accessories stores,2021,3,Ontario,933.339
Clothing and clothing accessories stores,2021,4,Ontario,357.417
Clothing and clothing accessories stores,2021,5,Ontario,309.724
Clothing and clothing accessories stores,2021,6,Ontario,903.919
Clothing and clothing accessories stores,2021,7,Ontario,1283.791
Clothing and clothing accessories stores,2021,8,Ontario,1265.751
Clothing and clothing accessories stores,2021,9,Ontario,1247.764
Clothing and clothing accessories stores,2021,10,Ontario,1296.873
Clothing and clothing accessories stores,2021,11,Ontario,1579.044
Clothing and clothing accessories stores,2021,12,Ontario,1785.098
Clothing and clothing accessories stores,2022,1,Ontario,733.259
Clothing and clothing accessories stores,2022,2,Ontario,836.191
Clothing and clothing accessories stores,2022,3,Ontario,1110.517
Clothing and clothing accessories stores,2022,4,Ontario,1169.306
Clothing and clothing accessories stores,2022,5,Ontario,1385.326
Clothing and clothing accessories stores,2022,6,Ontario,1415.676
Clothing and clothing accessories stores,2022,7,Ontario,1293.854
Clothing and clothing accessories stores,2022,8,Ontario,1344.252
Clothing and clothing accessories stores,2022,9,Ontario,1429.166
Clothing and clothing accessories stores,2022,10,Ontario,1358.521
Clothing and clothing accessories stores,2022,11,Ontario,1632.939
Clothing and clothing accessories stores,2022,12,Ontario,2006.212
Clothing and clothing accessories stores,2013,1,Ontario,498.061
Clothing and clothing accessories stores,2013,2,Ontario,438.45
Clothing and clothing accessories stores,2013,3,Ontario,590.55
Clothing and clothing accessories stores,2013,4,Ontario,618.417
Clothing and clothing accessories stores,2013,5,Ontario,711.606
Clothing and clothing accessories stores,2013,6,Ontario,672.118
Clothing and clothing accessories stores,2013,7,Ontario,626.692
Clothing and clothing accessories stores,2013,8,Ontario,721.328
Clothing and clothing accessories stores,2013,9,Ontario,692.489
Clothing and clothing accessories stores,2013,10,Ontario,721.012
Clothing and clothing accessories stores,2013,11,Ontario,858.049
Clothing and clothing accessories stores,2013,12,Ontario,1172.346
Clothing and clothing accessories stores,2014,1,Ontario,480.645
Clothing and clothing accessories stores,2014,2,Ontario,458.28
Clothing and clothing accessories stores,2014,3,Ontario,554.304
Clothing and clothing accessories stores,2014,4,Ontario,624.358
Clothing and clothing accessories stores,2014,5,Ontario,742.593
Clothing and clothing accessories stores,2014,6,Ontario,737.501
Clothing and clothing accessories stores,2014,7,Ontario,663.977
Clothing and clothing accessories stores,2014,8,Ontario,759.338
Clothing and clothing accessories stores,2014,9,Ontario,732.531
Clothing and clothing accessories stores,2014,10,Ontario,773.891
Clothing and clothing accessories stores,2014,11,Ontario,933.18
Clothing and clothing accessories stores,2014,12,Ontario,1196.22
Clothing and clothing accessories stores,2015,1,Ontario,562.406
Clothing and clothing accessories stores,2015,2,Ontario,480.78
Clothing and clothing accessories stores,2015,3,Ontario,633.963
Clothing and clothing accessories stores,2015,4,Ontario,712.515
Clothing and clothing accessories stores,2015,5,Ontario,807.738
Clothing and clothing accessories stores,2015,6,Ontario,746.88
Clothing and clothing accessories stores,2015,7,Ontario,730.34
Clothing and clothing accessories stores,2015,8,Ontario,771.771
Clothing and clothing accessories stores,2015,9,Ontario,804.022
Clothing and clothing accessories stores,2015,10,Ontario,853.314
Clothing and clothing accessories stores,2015,11,Ontario,951.253
Clothing and clothing accessories stores,2015,12,Ontario,1289.812
Clothing and clothing accessories stores,2016,1,Ontario,576.655
Clothing and clothing accessories stores,2016,2,Ontario,543.21
Clothing and clothing accessories stores,2016,3,Ontario,693.39
Clothing and clothing accessories stores,2016,4,Ontario,737.478
Clothing and clothing accessories stores,2016,5,Ontario,824.535
Clothing and clothing accessories stores,2016,6,Ontario,809.116
Clothing and clothing accessories stores,2016,7,Ontario,782.718
Clothing and clothing accessories stores,2016,8,Ontario,788.704
Clothing and clothing accessories stores,2016,9,Ontario,827.526
Clothing and clothing accessories stores,2016,10,Ontario,867.315
Clothing and clothing accessories stores,2016,11,Ontario,1047.853
Clothing and clothing accessories stores,2016,12,Ontario,1330.099
Clothing and clothing accessories stores,2017,1,Ontario,581.053
Clothing and clothing accessories stores,2017,2,Ontario,587.41
Clothing and clothing accessories stores,2017,3,Ontario,724.472
Health and personal care stores,2013,1,Ontario,1031.24
Health and personal care stores,2013,2,Ontario,955.289
Health and personal care stores,2013,3,Ontario,1045.509
Health and personal care stores,2013,4,Ontario,1084.48
Health and personal care stores,2013,5,Ontario,1154.025
Health and personal care stores,2013,6,Ontario,1095.056
Health and personal care stores,2013,7,Ontario,1089.353
Health and personal care stores,2013,8,Ontario,1098.875
Health and personal care stores,2013,9,Ontario,1084.351
Health and personal care stores,2013,10,Ontario,1151.639
Health and personal care stores,2013,11,Ontario,1152.4
Health and personal care stores,2013,12,Ontario,1267.391
Health and personal care stores,2014,1,Ontario,1100.616
Health and personal care stores,2014,2,Ontario,1054.917
Health and personal care stores,2014,3,Ontario,1138.234
Health and personal care stores,2014,4,Ontario,1160.652
Health and personal care stores,2014,5,Ontario,1176.273
Health and personal care stores,2014,6,Ontario,1124.344
Health and personal care stores,2014,7,Ontario,1149.285
Health and personal care stores,2014,8,Ontario,1130.481
Health and personal care stores,2014,9,Ontario,1123.5
Health and personal care stores,2014,10,Ontario,1197.667
Health and personal care stores,2014,11,Ontario,1185.163
Health and personal care stores,2014,12,Ontario,1349.846
Health and personal care stores,2015,6,Ontario,1190.091
Health and personal care stores,2018,12,Ontario,1674.829
Health and personal care stores,2019,6,Ontario,1516.535
Health and personal care stores,2021,1,Ontario,1596.64
Health and personal care stores,2022,1,Ontario,1516.051
Health and personal care stores,2022,4,Ontario,1618.296
Health and personal care stores,2022,6,Ontario,1778.285
Health and personal care stores,2022,8,Ontario,1653.28
Health and personal care stores,2022,9,Ontario,1719.307
Health and personal care stores,2022,11,Ontario,1822.496
Health and personal care stores,2022,12,Ontario,1880.816
Furniture and home furnishings stores,2013,1,Ontario,170.873
Furniture and home furnishings stores,2013,2,Ontario,123.049
Furniture and home furnishings stores,2013,3,Ontario,150.298
Furniture and home furnishings stores,2013,4,Ontario,157.982
Furniture and home furnishings stores,2013,5,Ontario,162.411
Furniture and home furnishings stores,2013,7,Ontario,170.006
Furniture and home furnishings stores,2013,8,Ontario,180.859
Furniture and home furnishings stores,2013,9,Ontario,168.369
Furniture and home furnishings stores,2013,10,Ontario,183.767
Furniture and home furnishings stores,2013,12,Ontario,221.821
Furniture and home furnishings stores,2014,1,Ontario,155.493
Furniture and home furnishings stores,2014,2,Ontario,135.531
Furniture and home furnishings stores,2014,3,Ontario,160.045
Furniture and home furnishings stores,2014,4,Ontario,158.492
Furniture and home furnishings stores,2014,5,Ontario,176.13
Furniture and home furnishings stores,2014,6,Ontario,170.423
Furniture and home furnishings stores,2014,7,Ontario,191.245
Furniture and home furnishings stores,2014,9,Ontario,189.821
Furniture and home furnishings stores,2014,10,Ontario,201.408
Furniture and home furnishings stores,2014,11,Ontario,224.236
Furniture and home furnishings stores,2015,1,Ontario,158.722
Furniture and home furnishings stores,2015,2,Ontario,142.553
Furniture and home furnishings stores,2015,3,Ontario,168.502
Furniture and home furnishings stores,2015,4,Ontario,171.139
Furniture and home furnishings stores,2015,6,Ontario,197.273
Furniture and home furnishings stores,2015,7,Ontario,207.303
Furniture and home furnishings stores,2015,8,Ontario,211.399
Furniture and home furnishings stores,2015,9,Ontario,209.631
Furniture and home furnishings stores,2015,10,Ontario,211.769
Furniture and home furnishings stores,2015,12,Ontario,288.114
Furniture and home furnishings stores,2016,2,Ontario,165.436
Furniture and home furnishings stores,2016,3,Ontario,179.52
Furniture and home furnishings stores,2016,4,Ontario,194.631
Furniture and home furnishings stores,2016,5,Ontario,190.305
Furniture and home furnishings stores,2016,6,Ontario,197.147
Furniture and home furnishings stores,2016,7,Ontario,211.079
Furniture and home furnishings stores,2016,9,Ontario,211.522
Furniture and home furnishings stores,2016,10,Ontario,218.353
Furniture and home furnishings stores,2016,11,Ontario,271.666
Furniture and home furnishings stores,2017,1,Ontario,175.279
Furniture and home furnishings stores,2017,4,Ontario,226.359
Furniture and home furnishings stores,2017,5,Ontario,234.508
Furniture and home furnishings stores,2017,6,Ontario,238.275
Furniture and home furnishings stores,2017,7,Ontario,242.854
Furniture and home furnishings stores,2017,9,Ontario,240.487
Furniture and home furnishings stores,2017,10,Ontario,244.774
Furniture and home furnishings stores,2017,11,Ontario,280.388
Furniture and home furnishings stores,2018,1,Ontario,180.541
Furniture and home furnishings stores,2018,2,Ontario,184.645
Furniture and home furnishings stores,2018,3,Ontario,221.878
Furniture and home furnishings stores,2018,4,Ontario,219.722
Furniture and home furnishings stores,2018,6,Ontario,221.985
Furniture and home furnishings stores,2018,7,Ontario,224.376
Furniture and home furnishings stores,2018,8,Ontario,239.648
Furniture and home furnishings stores,2018,9,Ontario,234.418
Furniture and home furnishings stores,2018,10,Ontario,246.5
Furniture and home furnishings stores,2018,11,Ontario,286.933
Furniture and home furnishings stores,2019,1,Ontario,167.881
Furniture and home furnishings stores,2019,2,Ontario,165.658
Furniture and home furnishings stores,2019,4,Ontario,212.804
Furniture and home furnishings stores,2019,5,Ontario,227.401
Furniture and home furnishings stores,2019,6,Ontario,220.484
Furniture and home furnishings stores,2019,7,Ontario,231.472
Furniture and home furnishings stores,2019,9,Ontario,224.899
Furniture and home furnishings stores,2019,11,Ontario,252.644
Furniture and home furnishings stores,2019,12,Ontario,274.194
Furniture and home furnishings stores,2020,1,Ontario,180.328
Furniture and home furnishings stores,2020,9,Ontario,235.44
Furniture and home furnishings stores,2020,10,Ontario,242.284
Furniture and home furnishings stores,2020,11,Ontario,323.461
Furniture and home furnishings stores,2020,12,Ontario,278.363
Furniture and home furnishings stores,2021,2,Ontario,166.921
Furniture and home furnishings stores,2021,3,Ontario,269.14
Furniture and home furnishings stores,2021,4,Ontario,193.408
Furniture and home furnishings stores,2021,5,Ontario,147.23
Furniture and home furnishings stores,2021,6,Ontario,246.857
Furniture and home furnishings stores,2021,7,Ontario,293.78
Furniture and home furnishings stores,2021,8,Ontario,265.276
Furniture and home furnishings stores,2021,9,Ontario,257.334
Furniture and home furnishings stores,2021,11,Ontario,331.051
Furniture and home furnishings stores,2021,12,Ontario,283.663
Furniture and home furnishings stores,2022,1,Ontario,243.678
Furniture and home furnishings stores,2022,2,Ontario,217.149
Furniture and home furnishings stores,2022,3,Ontario,290.57
Furniture and home furnishings stores,2022,6,Ontario,265.275
Furniture and home furnishings stores,2022,7,Ontario,252.312
Clothing and clothing accessories stores,2013,3,Ontario,74.058
Clothing and clothing accessories stores,2013,4,Ontario,73.925
Clothing and clothing accessories stores,2013,6,Ontario,93.444
Clothing and clothing accessories stores,2013,8,Ontario,93.71
Clothing and clothing accessories stores,2013,9,Ontario,88.733
Clothing and clothing accessories stores,2013,10,Ontario,82.015
Clothing and clothing accessories stores,2013,11,Ontario,112.141
Clothing and clothing accessories stores,2013,12,Ontario,212.08
Clothing and clothing accessories stores,2014,1,Ontario,76.487
Clothing and clothing accessories stores,2014,2,Ontario,89.588
Clothing and clothing accessories stores,2014,3,Ontario,81.23
Clothing and clothing accessories stores,2014,4,Ontario,80.746
Clothing and clothing accessories stores,2014,5,Ontario,101.775
Clothing and clothing accessories stores,2014,6,Ontario,91.044
Clothing and clothing accessories stores,2014,7,Ontario,88.351
Clothing and clothing accessories stores,2014,8,Ontario,93.139
Clothing and clothing accessories stores,2014,9,Ontario,84.867
Clothing and clothing accessories stores,2014,10,Ontario,87.963
Clothing and clothing accessories stores,2014,11,Ontario,112.742
Clothing and clothing accessories stores,2014,12,Ontario,228.08
Clothing and clothing accessories stores,2015,1,Ontario,77.273
Clothing and clothing accessories stores,2015,2,Ontario,91.832
Clothing and clothing accessories stores,2015,3,Ontario,87.497
Clothing and clothing accessories stores,2015,4,Ontario,90.476
Clothing and clothing accessories stores,2015,5,Ontario,108.642
Clothing and clothing accessories stores,2015,6,Ontario,101.348
Clothing and clothing accessories stores,2015,7,Ontario,102.701
Clothing and clothing accessories stores,2015,8,Ontario,108.131
Clothing and clothing accessories stores,2015,9,Ontario,100.381
Clothing and clothing accessories stores,2015,10,Ontario,104.255
Clothing and clothing accessories stores,2015,11,Ontario,127.805
Clothing and clothing accessories stores,2015,12,Ontario,269.127
Clothing and clothing accessories stores,2016,2,Ontario,110.087
Clothing and clothing accessories stores,2016,3,Ontario,88.94
Clothing and clothing accessories stores,2016,4,Ontario,103.288
Clothing and clothing accessories stores,2016,5,Ontario,111.806
Clothing and clothing accessories stores,2016,6,Ontario,108.889
Clothing and clothing accessories stores,2016,7,Ontario,113.351
Clothing and clothing accessories stores,2016,9,Ontario,108.823
Clothing and clothing accessories stores,2016,11,Ontario,138.207
Clothing and clothing accessories stores,2017,1,Ontario,86.327
Clothing and clothing accessories stores,2018,7,Ontario,133.719
Clothing and clothing accessories stores,2019,5,Ontario,170.024
Clothing and clothing accessories stores,2020,1,Ontario,109.856
Clothing and clothing accessories stores,2020,4,Ontario,25.177
Clothing and clothing accessories stores,2020,5,Ontario,40.95
Clothing and clothing accessories stores,2020,7,Ontario,118.617
Clothing and clothing accessories stores,2020,9,Ontario,116.829
Clothing and clothing accessories stores,2020,10,Ontario,137.707
Clothing and clothing accessories stores,2021,1,Ontario,68.099
Clothing and clothing accessories stores,2021,2,Ontario,96.491
Clothing and clothing accessories stores,2021,3,Ontario,118.029
Clothing and clothing accessories stores,2021,5,Ontario,71.461
Clothing and clothing accessories stores,2021,7,Ontario,150.319
Clothing and clothing accessories stores,2022,5,Ontario,170.566
Clothing and clothing accessories stores,2022,7,Ontario,151.105
Clothing and clothing accessories stores,2022,8,Ontario,151.966
Clothing and clothing accessories stores,2022,12,Ontario,345.699
Miscellaneous store retailers,2013,5,Ontario,359.47
Miscellaneous store retailers,2013,6,Ontario,348.502
Miscellaneous store retailers,2013,11,Ontario,377.111
Miscellaneous store retailers,2014,5,Ontario,380.017
Miscellaneous store retailers,2014,6,Ontario,386.428
Miscellaneous store retailers,2014,11,Ontario,414.543
Miscellaneous store retailers,2014,12,Ontario,466.077
Miscellaneous store retailers,2015,7,Ontario,400.171
Miscellaneous store retailers,2015,11,Ontario,437.676
Miscellaneous store retailers,2015,12,Ontario,525.182
Miscellaneous store retailers,2016,5,Ontario,431.371
Miscellaneous store retailers,2016,12,Ontario,582.14
Miscellaneous store retailers,2017,2,Ontario,354.061
Miscellaneous store retailers,2017,3,Ontario,360.565
Miscellaneous store retailers,2017,4,Ontario,379.2
Miscellaneous store retailers,2017,5,Ontario,462.458
Miscellaneous store retailers,2017,6,Ontario,469.926
Miscellaneous store retailers,2017,7,Ontario,417.413
Miscellaneous store retailers,2017,8,Ontario,460.334
Miscellaneous store retailers,2017,9,Ontario,474.229
Miscellaneous store retailers,2017,12,Ontario,557.579
Miscellaneous store retailers,2018,6,Ontario,501.027
Miscellaneous store retailers,2018,7,Ontario,508.3
Miscellaneous store retailers,2019,7,Ontario,519.933
Miscellaneous store retailers,2019,12,Ontario,626.146
Miscellaneous store retailers,2020,1,Ontario,440.713
Miscellaneous store retailers,2020,2,Ontario,439.64
Miscellaneous store retailers,2020,3,Ontario,450.714
Miscellaneous store retailers,2021,1,Ontario,413.707
Miscellaneous store retailers,2021,2,Ontario,503.893
Miscellaneous store retailers,2021,3,Ontario,541.532
Miscellaneous store retailers,2021,4,Ontario,422.609
Miscellaneous store retailers,2021,5,Ontario,497.807
Miscellaneous store retailers,2021,7,Ontario,630.851
Miscellaneous store retailers,2021,8,Ontario,726.088
Miscellaneous store retailers,2021,9,Ontario,731.982
Miscellaneous store retailers,2021,10,Ontario,750.916
Miscellaneous store retailers,2021,11,Ontario,732.318
Miscellaneous store retailers,2022,1,Ontario,610.839
Miscellaneous store retailers,2022,3,Ontario,706.64
Motor vehicle and parts dealers,2016,12,Ontario,3837.153
Motor vehicle and parts dealers,2017,1,Ontario,3515.905
Motor vehicle and parts dealers,2019,3,Ontario,5212.021
Motor vehicle and parts dealers,2019,7,Ontario,5719.966
Motor vehicle and parts dealers,2020,5,Ontario,3597.041
Motor vehicle and parts dealers,2020,12,Ontario,4179.265
Motor vehicle and parts dealers,2021,2,Ontario,3760.738
Motor vehicle and parts dealers,2021,5,Ontario,6420.994
Motor vehicle and parts dealers,2021,7,Ontario,6019.652
Motor vehicle and parts dealers,2021,9,Ontario,5612.757
Motor vehicle and parts dealers,2021,10,Ontario,5701.23
Motor vehicle and parts dealers,2021,12,Ontario,4830.755
Motor vehicle and parts dealers,2016,12,Ontario,3220.468
Motor vehicle and parts dealers,2017,1,Ontario,2982.645
Motor vehicle and parts dealers,2019,3,Ontario,4250.467
Motor vehicle and parts dealers,2019,5,Ontario,5607.856
Motor vehicle and parts dealers,2019,7,Ontario,4643.174
Motor vehicle and parts dealers,2019,8,Ontario,4718.053
Motor vehicle and parts dealers,2020,5,Ontario,2633.166
Motor vehicle and parts dealers,2020,7,Ontario,4522.177
Motor vehicle and parts dealers,2020,8,Ontario,4245.686
Motor vehicle and parts dealers,2020,12,Ontario,3227.761
Motor vehicle and parts dealers,2021,2,Ontario,2967.282
Motor vehicle and parts dealers,2021,5,Ontario,5036.286
Motor vehicle and parts dealers,2021,6,Ontario,5025.902
Motor vehicle and parts dealers,2021,7,Ontario,4735.113
Motor vehicle and parts dealers,2021,9,Ontario,4496.413
Motor vehicle and parts dealers,2021,10,Ontario,4551.298
Motor vehicle and parts dealers,2021,11,Ontario,4331.804
Motor vehicle and parts dealers,2021,12,Ontario,3840.312
Motor vehicle and parts dealers,2022,1,Ontario,3453.68
Motor vehicle and parts dealers,2017,5,Ontario,393.557
Motor vehicle and parts dealers,2017,7,Ontario,291.624
Motor vehicle and parts dealers,2017,9,Ontario,170.031
Motor vehicle and parts dealers,2017,11,Ontario,161.087
Motor vehicle and parts dealers,2017,12,Ontario,133.899
Motor vehicle and parts dealers,2018,3,Ontario,199.223
Motor vehicle and parts dealers,2018,4,Ontario,266.024
Motor vehicle and parts dealers,2018,6,Ontario,337.181
Motor vehicle and parts dealers,2018,8,Ontario,281.204
Motor vehicle and parts dealers,2018,9,Ontario,191.401
Motor vehicle and parts dealers,2018,10,Ontario,230.088
Motor vehicle and parts dealers,2018,11,Ontario,173.732
Motor vehicle and parts dealers,2019,4,Ontario,263.96
Motor vehicle and parts dealers,2019,6,Ontario,343.119
Motor vehicle and parts dealers,2019,7,Ontario,310.488
Motor vehicle and parts dealers,2019,8,Ontario,293.341
Motor vehicle and parts dealers,2019,9,Ontario,209.704
Motor vehicle and parts dealers,2019,10,Ontario,193.126
